但是	4.56
也	5.2
由于	4.88
对方	5.12
球员	-1
防守	4.82
严密	5.3
进攻者	-1
总是	-1
无功而返	-1
而	5.18
"	-1
第二	-1
落点	-1
"	-1
由于	4.88
少人	-1
跟	5.06
防	4.6
往往	5.32
会	5.22
轻易	5.52
取得	5.58
战绩	-1
足球场	-1
如此	5.22
追求	5.98
成功	7.48
的	5.1
路上	5.34
也	5.2
是	5.42
如此	5.22
大家	5.56
都	4.84
在	5.02
蜂拥而上	-1
抢	3.68
"	-1
第一	-1
落点	-1
"	-1
时	5.04
谁	5.1
能	5.48
像	5.5
孙正义	-1
一样	5.28
及时	5.58
调转	-1
方向	5.14
找到	5.44
不起眼	3.68
的	5.1
第二	-1
落点	-1
谁	5.1
就	4.94
能	5.48
掌握	5.92
时代	5.44
的	5.1
脉搏	-1
一个	5.1
人	5.3
的	5.1
潜力	6.08
是	5.42
无穷的	-1
一旦	5.04
定下	-1
心来	-1
本身	5.2
爆发	4.36
的	5.1
潜能	6.3
自己	5.28
也	5.2
会	5.22
吃惊	4.56
而	5.18
死	1.88
钻牛角尖	1.88
只会	-1
将	5.36
自己	5.28
推进	5.84
死胡同	-1
重新	5.52
调整	5.44
成功	7.48
的	5.1
目标	5.64
尽管	5.0
是	5.42
痛苦	2.32
的	5.1
但	4.62
走出	5.54
了	5.08
第一步	-1
再	4.96
走	5.3
第二步	-1
就	4.94
顺畅	-1
多	5.66
了	5.08
改变	5.48
思维	5.44
后	5.0
我们	5.96
会	5.22
发现	5.9
成功	7.48
原来如此	-1
简单	5.92
孙正义	-1
是	5.42
为	5.16
成功	7.48
号脉	-1
的	5.1
大师	5.92
这样	4.94
的	5.1
名家	6.02
用	5.1
亲身经历	-1
指导	5.42
读者	5.32
实在	5.8
是	5.42
一种	-1
福分	-1
一句	5.0
话	5.02
可以	5.58
改变	5.48
一个	5.1
人	5.3
的	5.1
一生	5.66
相信	6.12
这	5.14
本书	-1
一定	5.36
会	5.22
改变	5.48
很多	5.46
读者	5.32
的	5.1
人生	5.66
轨迹	5.14
梦想	6.4
创造	6.42
传奇	5.94
软库	-1
发展	6.16
投资	5.64
银行业务	-1
总裁	5.62
中国人民大学	-1
荣誉	6.88
讲座	5.32
教授	5.64
温天纳	-1
孙先生	-1
是	5.42
一个	5.1
传奇人物	-1
他	5.06
从	5.16
梦想	6.4
出发	5.56
用	5.1
激情	6.2
眼光	5.54
和	5.46
胆识	-1
创造	6.42
了	5.08
一个	5.1
庞大	5.66
的	5.1
财富	6.54
王国	5.6
他	5.06
加速	5.72
了	5.08
这个	5.02
革命性	-1
行业	5.02
的	5.1
发展	6.16
改变	5.48
了	5.08
整个	5.38
世界	5.78
的	5.1
游戏规则	-1
改变	5.48
了	5.08
世人	5.02
的	5.1
生活	5.58
方式	4.94
本人	5.36
作为	5.18
软库	-1
发展	6.16
旗下	-1
投资银行	-1
总裁	5.62
及	5.18
中国人民大学	-1
的	5.1
荣誉	6.88
讲座	5.32
教授	5.64
孙正义	-1
先生	5.18
一直	5.48
是	5.42
一个	5.1
令	4.98
我	5.58
十分	6.26
敬佩	6.33
的	5.1
人	5.3
孙先生	-1
是	5.42
一个	5.1
传奇人物	-1
他	5.06
从	5.16
梦想	6.4
出发	5.56
用	5.1
激情	6.2
眼光	5.54
和	5.46
胆识	-1
创造	6.42
了	5.08
一个	5.1
庞大	5.66
的	5.1
财富	6.54
王国	5.6
他	5.06
加速	5.72
了	5.08
这个	5.02
革命性	-1
行业	5.02
的	5.1
发展	6.16
改变	5.48
了	5.08
整个	5.38
世界	5.78
的	5.1
游戏规则	-1
改变	5.48
了	5.08
世人	5.02
的	5.1
生活	5.58
方式	4.94
在	5.02
十多年	-1
前	5.24
当	5.0
互联网	5.88
行业	5.02
还	5.16
在	5.02
发展	6.16
初期	5.18
人们	5.28
仍	4.82
采取	5.3
观望	-1
态度	5.48
时	5.04
孙正义	-1
先生	5.18
果断	5.9
大胆	5.74
地	5.16
投资	5.64
了	5.08
一批	-1
早期	5.12
的	5.1
互联网	5.88
公司	5.08
使得	4.82
"	-1
softbank	-1
"	-1
成为	5.42
互联网	5.88
革命	4.9
的	5.1
先锋	6.0
者	5.0
"	-1
互联网	5.88
创造	6.42
了	5.08
奇迹	7.08
也	5.2
创造	6.42
了	5.08
孙正义	-1
的	5.1
成功	7.48
"	-1
第	5.32
2	-1
节	5.14
创造	6.42
传奇	5.94
"	-1
softbank	-1
"	-1
这个	5.02
名字	5.3
一直	5.48
与	4.86
新	5.94
经济	5.44
及	5.18
与	4.86
互联网	5.88
企业	5.24
紧密	5.44
联	5.0
在	5.02
一起	5.74
作为	5.18
世界	5.78
最大	5.96
的	5.1
风险	4.34
投资商	-1
"	-1
softbank	-1
"	-1
在	5.02
中国	6.06
大量	5.4
投资	5.64
人们	5.28
也	5.2
知道	5.38
孙正义	-1
的	5.1
投资	5.64
决定	5.32
是	5.42
在	5.02
很	5.14
短	4.46
的	5.1
时间	5.32
内	4.98
决定	5.32
的	5.1
拖泥带水	-1
不是	4.2
孙正义	-1
的	5.1
性格	5.44
与	4.86
那些	5.02
"	-1
老外	-1
"	-1
相比	-1
孙正义	-1
的	5.1
身上	5.08
绝找	-1
不到	2.32
亿万富豪	-1
的	5.1
浮夸	-1
可是	4.94
我们	5.96
要	5.2
知道	5.38
孙正义	-1
可说是	-1
真真正正	-1
的	5.1
"	-1
暴发户	-1
"	-1
从	5.16
一个	5.1
在	5.02
日本	4.68
普通	5.1
中产阶级	-1
长大	-1
的	5.1
孩子	5.94
去	4.86
到	5.3
成为	5.42
世界级	-1
富豪	-1
所	4.98
需要	5.18
的	5.1
时间	5.32
也	5.2
就是	4.98
在	5.02
这	5.14
十多年	-1
的	5.1
时间	5.32
里	5.18
孙正义	-1
先生	5.18
曾	4.8
说	5.22
过	5.04
"	-1
我	5.58
认为	5.1
只要	5.16
别人	5.08
会	5.22
的	5.1
我	5.58
就	4.94
应该	5.1
会	5.22
"	-1
他	5.06
在	5.02
年纪轻轻	-1
时	5.04
就	4.94
已经	5.18
订下	-1
人生	5.66
计划	5.24
他	5.06
的	5.1
梦想	6.4
他	5.06
对	6.14
未来	6.28
的	5.1
掌握	5.92
及	5.18
他	5.06
的	5.1
好学	6.140000000000001
精神	5.86
极为	4.94
值得	6.0
我们	5.96
去	4.86
学习	5.86
也	5.2
就是	4.98
孙正义	-1
具备	5.46
的	5.1
那种	-1
丝毫	5.1
不	4.4
受	4.82
外力	-1
动摇	4.46
的	5.1
坚固	5.98
自信	6.74
及	5.18
以上	5.24
的	5.1
特质	5.58
成为	5.42
了	5.08
目前	5.02
希望	6.64
在	5.02
互联网	5.88
行业	5.02
上	5.58
大展身手	-1
的	5.1
创业者	-1
最为	4.84
值得	6.0
借镜	-1
的	5.1
经验	6.1
希望	6.64
读者	5.32
能	5.48
从	5.16
这	5.14
本书	-1
中	4.98
更为	-1
了解	5.28
孙正义	-1
先生	5.18
透过	-1
阅读	5.7
一篇	-1
又	4.98
一篇	-1
的	5.1
企业	5.24
冒险	5.2
经历	5.3
及	5.18
故事	5.3
从中	4.88
学习	5.86
孙先生	-1
成功	7.48
之道	-1
成功	7.48
始于	-1
"	-1
野心	4.58
的	5.1
膨胀	4.54
"	-1
8848	-1
网站	5.1
前	5.24
ceo	5.1
6688	-1
com	5.42
公司	5.08
董事长	-1
王峻涛	-1
远见	6.14
所以	5.24
"	-1
持有	-1
"	-1
作为	5.18
一位	-1
著名	6.18
的	5.1
风险投资	-1
人	5.3
他	5.06
的	5.1
耐心	5.94
和	5.46
他	5.06
的	5.1
大胆	5.74
一样	5.28
出名	6.83
他	5.06
的	5.1
一些	5.12
成功	7.48
的	5.1
投资	5.64
都	4.84
有	5.36
一个	5.1
共同	5.64
的	5.1
特点	5.32
就是	4.98
在	5.02
别人	5.08
还	5.16
没有	4.42
意识	5.0
到	5.3
价值	5.86
的	5.1
时候	5.0
敢于	5.9
投入	5.8
然后	5.0
和	5.46
创业者	-1
一起	5.74
坚持	6.18
到	5.3
成功	7.48
"	-1
树立	5.6
了	5.08
志向	-1
后	5.0
如果	5.36
有	5.36
野心	4.58
不管	4.42
别人	5.08
说	5.22
什么	5.04
都	4.84
会	5.22
忍耐	6.87
在	5.02
忍耐	6.5649999999999995
中	4.98
不断	5.0
磨练	-1
人格	5.46
就	4.94
能	5.48
成为	5.42
人人	-1
羡慕	6.26
的	5.1
人	5.3
"	-1
在	5.02
飞得	-1
更	5.34
高	6.1
--	-1
孙正义	-1
传	5.14
一书中	-1
这句	-1
被	4.5
隐藏	4.84
在	5.02
字里行间	-1
的话	4.9
并	5.04
不	4.4
特别	6.1
引人注目	6.119999999999999
但	4.62
却	4.68
恰恰	5.54
吸引	5.88
了	5.08
我	5.58
的	5.1
目光	5.24
觉得	5.38
这	5.14
真是	5.0
作者	5.44
井上	-1
笃夫	-1
对	6.14
网络	5.56
信徒	5.28
孙正义	-1
的	5.1
最好	6.8100000000000005
注解	-1
孙正义	-1
始终	5.26
具有	5.5
一股	-1
"	-1
天下	5.52
舍我其谁	-1
"	-1
的	5.1
劲头	-1
早	5.42
在	5.02
19	-1
岁	5.44
时	5.04
他	5.06
就	4.94
写下	-1
了	5.08
自己	5.28
的	5.1
50	-1
年	5.1
计划	5.24
20	-1
多岁	-1
时	5.04
建立	5.54
自己	5.28
的	5.1
企业	5.24
30	-1
多岁	-1
时	5.04
挣	4.98
到	5.3
第一个	-1
10	-1
亿美元	-1
随后	5.22
20	-1
年	5.1
巩固	5.36
和	5.46
挑选	5.38
接班人	-1
43	-1
岁	5.44
后	5.0
在	5.02
10	-1
年内	5.24
将	5.36
企业	5.24
扩大	5.66
10	-1
到	5.3
20	-1
倍	5.14
于是	4.9
他	5.06
在	5.02
24	-1
岁	5.44
那年	-1
成功	7.48
地	5.16
建立	5.54
了	5.08
自己	5.28
的	5.1
公司	5.08
并	5.04
再次	4.92
宣称	4.92
要	5.2
在	5.02
５	-1
年内	5.24
销售	5.38
规模	5.22
达到	5.64
100	-1
亿日元	-1
10	-1
年内	5.24
达到	5.64
500	-1
亿日元	-1
使	4.9
公司	5.08
发展	6.16
成为	5.42
几兆	-1
亿日元	-1
几万人	-1
规模	5.22
的	5.1
公司	5.08
如果说	-1
在	5.02
充满	6.14
激情	6.2
的	5.1
青少年	-1
时代	5.44
孙正义	-1
拥有	6.12
崇高	6.68
的	5.1
志向	-1
华丽	6.54
的	5.1
梦想	6.4
庞大	5.66
的	5.1
野心	4.58
并	5.04
不是	4.2
一件	-1
太过	2.32
突兀	-1
的	5.1
事情	5.08
那么	4.88
在	5.02
他	5.06
经历	5.3
了	5.08
无数	5.44
的	5.1
困难	3.12
和	5.46
激烈	4.82
的	5.1
竞争	5.2
之后	4.98
在	5.02
大多数	-1
人	5.3
都	4.84
因	5.14
屈从	3.12
于	5.14
现实	5.08
社会	5.0
而	5.18
放弃	3.6
自己	5.28
的	5.1
志向	-1
的	5.1
时候	5.0
他	5.06
的	5.1
这些	5.18
豪言壮语	-1
恐怕	3.64
就	4.94
只能	-1
被	4.5
称之为	-1
"	-1
野心	4.58
的	5.1
膨胀	4.54
"	-1
了	5.08
但	4.62
正是	-1
这份	-1
"	-1
膨胀	4.54
"	-1
的	5.1
野心	4.58
支撑	5.48
着	4.88
孙正义	-1
在	5.02
37	-1
岁	5.44
时	5.04
即	4.96
成为	5.42
10	-1
亿美元	-1
富豪	-1
更	5.34
支撑	5.48
着	4.88
他	5.06
建立	5.54
起	4.98
了	5.08
如今	5.22
这般	-1
庞大	5.66
的	5.1
国际	5.54
互联网	5.88
帝国	5.02
在	5.02
大多数	-1
中国	6.06
人	5.3
的	5.1
眼里	-1
"	-1
野心	4.58
"	-1
只是	4.54
一个	5.1
贬义词	-1
人人	-1
避	4.48
之	5.26
唯恐	3.64
不及	4.1
可是	4.94
孙正义	-1
却	4.68
以	4.92
其	5.24
天大地大	-1
的	5.1
昭昭	-1
野心	4.58
成就	6.38
了	5.08
事业	5.74
原因	5.18
何在	4.86
因为	4.94
这个	5.02
时代	5.44
是	5.42
一个	5.1
需要	5.18
野心	4.58
的	5.1
时代	5.44
没有	4.42
创业	5.92
的	5.1
野心	4.58
就	4.94
没有	4.42
那些	5.02
在	5.02
今天	5.52
推动	5.88
着	4.88
世界	5.78
经济	5.44
主流	5.84
的	5.1
高科技	-1
产业	5.46
和	5.46
企业	5.24
群	5.22
没有	4.42
那些	5.02
迅速	5.86
聚集	5.32
财富	6.54
和	5.46
改变	5.48
世界	5.78
的	5.1
梦想	6.4
最后	4.8
变成	-1
现实	5.08
当然	5.44
更	5.34
重要	5.68
的	5.1
是	5.42
让	5.36
野心	4.58
实现	5.72
在	5.02
阅读	5.7
飞得	-1
更	5.34
高	6.1
--	-1
孙正义	-1
传	5.14
这	5.14
本书	-1
的	5.1
时候	5.0
你	5.36
能	5.48
看见	5.32
野心	4.58
是	5.42
这样	4.94
被	4.5
实现	5.72
的	5.1
胆大	3.64
甚至	4.82
敢于	5.9
冒险	5.2
他	5.06
的	5.1
胆大包天	-1
甚至	4.82
到	5.3
了	5.08
戏剧化	-1
的	5.1
地步	4.76
商界	5.12
皆知	-1
书中	-1
详细	5.72
地	5.16
叙述	5.16
了	5.08
这些	5.18
故事	5.3
并	5.04
引用	4.98
了	5.08
比尔	-1
o	4.96
盖茨	-1
曾经	4.9
题	5.18
赠给	-1
孙正义	-1
的	5.1
一句	5.0
话	5.02
"	-1
你	5.36
和	5.46
我	5.58
一样	5.28
都	4.84
是	5.42
冒险家	-1
"	-1
1995	-1
年	5.1
11	-1
月	5.28
孙正义	-1
所	4.98
掌控	-1
的	5.1
软银	-1
公司	5.08
向	5.2
雅虎	-1
投入	5.8
了	5.08
200	-1
万美元	-1
1996	-1
年	5.1
3	-1
月	5.28
软银	-1
公司	5.08
又	4.98
注资	-1
1	-1
亿美元	-1
拥有	6.12
了	5.08
雅虎	-1
33%	-1
的	5.1
股份	5.46
雅虎	-1
酋长	-1
杨	-1
致远	-1
对	6.14
这	5.14
一点	4.88
的	5.1
感触	-1
是	5.42
最	5.14
深刻	5.52
的	5.1
"	-1
我们	5.96
当时	5.0
大多数	-1
人	5.3
都	4.84
认为	5.1
孙正义	-1
疯	-1
了	5.08
在	5.02
1996	-1
年	5.1
3	-1
月	5.28
在	5.02
一个	5.1
新兴	6.04
公司	5.08
投资	5.64
100	-1
万美元	-1
都	4.84
是	5.42
具有	5.5
相当	5.4
风险性	-1
的	5.1
"	-1
准确	6.36
的	5.1
判断	5.36
和	5.46
坚持	6.18
即使	4.78
在	5.02
网络	5.56
泡沫	4.72
破灭	-1
的	5.1
时候	5.0
他	5.06
仍然	5.02
坚持	6.18
认为	5.1
"	-1
因特网	5.76
是	5.42
最	5.14
安全	6.34
的	5.1
投资	5.64
宝地	-1
"	-1
远见	6.14
所以	5.24
"	-1
持有	-1
"	-1
作为	5.18
一位	-1
著名	6.18
的	5.1
风险投资	-1
人	5.3
他	5.06
的	5.1
耐心	5.94
和	5.46
他	5.06
的	5.1
大胆	5.74
一样	5.28
出名	6.83
他	5.06
的	5.1
一些	5.12
成功	7.48
的	5.1
投资	5.64
都	4.84
有	5.36
一个	5.1
共同	5.64
的	5.1
特点	5.32
就是	4.98
在	5.02
别人	5.08
还	5.16
没有	4.42
意识	5.0
到	5.3
价值	5.86
的	5.1
时候	5.0
敢于	5.9
投入	5.8
然后	5.0
和	5.46
创业者	-1
一起	5.74
坚持	6.18
到	5.3
成功	7.48
谈到	-1
他	5.06
对	6.14
雅虎	-1
的	5.1
投资	5.64
杨	-1
致远	-1
说	5.22
"	-1
我	5.58
可不	4.88
认为	5.1
他	5.06
是	5.42
靠	4.78
运气	-1
他	5.06
看到	-1
的	5.1
是	5.42
15	-1
年	5.1
20	-1
年	5.1
后	5.0
的	5.1
事情	5.08
"	-1
即使	4.78
这样	4.94
同样	5.12
一位	-1
充满	6.14
远见	6.14
的	5.1
创业者	-1
面对	-1
当时	5.0
孙正义	-1
慷慨	6.54
的	5.1
投资	5.64
仍然	5.02
吃	5.78
了	5.08
一惊	-1
可是	4.94
记得	5.44
最近	5.38
一次	5.12
和	5.46
杨	-1
致远	-1
聊天	5.76
的	5.1
时候	5.0
他	5.06
还	5.16
调侃	-1
地	5.16
说起	-1
当年	5.06
卖	5.16
给	5.34
他	5.06
的	5.1
股份	5.46
太多	-1
了	5.08
可见	5.18
10	-1
年	5.1
过去	5.2
他	5.06
当时	5.0
看来	-1
疯狂	4.16
的	5.1
投资	5.64
已经	5.18
成为	5.42
所有人	-1
都	4.84
认为	5.1
的	5.1
"	-1
便宜	5.68
事	5.14
"	-1
证明	5.04
他	5.06
的	5.1
远见	6.14
近乎	-1
天才	6.94
第	5.32
3	-1
节	5.14
痛苦	2.32
中	4.98
站立	-1
我	5.58
个人	5.32
有	5.36
机会	6.0
和	5.46
孙先生	-1
面对面	-1
做过	-1
深入	5.26
的	5.1
交流	5.68
给	5.34
我	5.58
个人	5.32
印象	5.36
最深	-1
的	5.1
一点	4.88
是	5.42
当	5.0
我们	5.96
谈论	5.22
一件	-1
互相	5.52
都	4.84
感到	5.36
很	5.14
有趣	6.74
的	5.1
事业	5.74
的	5.1
时候	5.0
他会	-1
用鹰	-1
一样	5.28
发亮	-1
的	5.1
眼睛	5.8
盯住	-1
你	5.36
问	5.18
这	5.14
事情	5.08
你	5.36
能	5.48
做到	-1
第一	-1
吗	4.82
很	5.14
高兴	7.38
后来	4.9
有	5.36
机会	6.0
和	5.46
他	5.06
的	5.1
基金	5.26
合作	5.78
也	5.2
很	5.14
高兴	7.38
受	4.82
了	5.08
他	5.06
的	5.1
影响	4.98
让	5.36
我们	5.96
在	5.02
创立	5.78
6688	-1
com	5.42
的	5.1
时候	5.0
即使	4.78
当时	5.0
的	5.1
产业	5.46
环境	5.12
很	5.14
低迷	2.32
也	5.2
不断	5.0
问	5.18
自己	5.28
我们	5.96
有	5.36
什么	5.04
事情	5.08
可以	5.58
做到	-1
第一	-1
一位	-1
留洋	-1
归来	5.92
的	5.1
学者	5.6
曾经	4.9
说	5.22
过	5.04
"	-1
中国	6.06
的	5.1
青年人	-1
与	4.86
国外	5.8
的	5.1
青年人	-1
相比	-1
最大	5.96
的	5.1
差别	4.58
就是	4.98
有	5.36
志向	-1
而	5.18
无	4.18
野心	4.58
"	-1
这句	-1
话	5.02
可谓	5.1
一语中的	-1
孙正义	-1
是	5.42
一个	5.1
与众不同	-1
的	5.1
人	5.3
是	5.42
一个	5.1
缔造	5.1
成功	7.48
的	5.1
人	5.3
正是	-1
因为	4.94
他	5.06
是	5.42
一个	5.1
有	5.36
志向	-1
有	5.36
野心	4.58
的	5.1
人	5.3
缔造	5.1
成功	7.48
的	5.1
野心	4.58
也许	5.02
是	5.42
含蓄	-1
的	5.1
中国	6.06
人	5.3
最	5.14
应该	5.1
从	5.16
这	5.14
本书	-1
里面	5.02
细心	6.56
体会	5.46
的	5.1
内容	4.94
成功	7.48
往往	5.32
在	5.02
痛苦	2.32
中	4.98
站立	-1
计算机	4.98
世界	5.78
传媒	5.26
集团	5.06
总裁	5.62
it	5.02
经理世界	-1
杂志社	-1
社长	-1
刘九如	-1
孙正义	-1
选择	5.22
的	5.1
是	5.42
蝶	-1
所以	5.24
也	5.2
就	4.94
选择	5.22
了	5.08
痛苦	2.32
因为	4.94
化蝶	-1
是	5.42
一个	5.1
异常	3.88
痛苦	2.32
的	5.1
过程	5.06
幸好	-1
孙正义	-1
最后	4.8
成功	7.48
了	5.08
他成	-1
了	5.08
一只	-1
真正	5.76
的	5.1
蝴蝶	-1
但是	4.56
孙正义	-1
一生	5.66
中	4.98
最	5.14
精彩	7.32
的	5.1
不是	4.2
他	5.06
身为	-1
一只	-1
蝴蝶	-1
时	5.04
的	5.1
光彩夺目	-1
的	5.1
模样	5.36
而是	-1
他	5.06
从	5.16
蛹	-1
到	5.3
蝶	-1
的	5.1
蜕化	-1
过程	5.06
是	5.42
他	5.06
在	5.02
痛苦	2.32
中	4.98
站立	-1
飞翔	-1
的	5.1
一种	-1
大无畏	7.4
的	5.1
姿态	5.38
从	5.16
某种意义	-1
上	5.58
说	5.22
选择	5.22
成功	7.48
就	4.94
等于	5.4
选择	5.22
了	5.08
痛苦	2.32
如果	5.36
你	5.36
见识	5.56
